team,displayName,Disposals,Kicks,Marks,Handballs,Goals,Behinds,Hit Outs,Tackles
St Kilda,"Roberton, Dylan",9,5,1,4,0,0,0,0
St Kilda,"Ross, Sebastian",37,16,11,21,1,0,0,2
St Kilda,"Savage, Shane",17,11,6,6,0,0,0,3
St Kilda,"Steven, Jack",40,20,5,20,1,0,0,4
St Kilda,"Webster, Jimmy",10,7,2,3,0,0,0,2
St Kilda,"Weller, Maverick",13,5,4,8,1,2,0,5
St Kilda,"Armitage, David",28,16,3,12,1,0,0,17
St Kilda,"Bruce, Josh",10,8,4,2,2,2,1,2
St Kilda,"Dempster, Sean",14,9,7,5,0,0,0,1
St Kilda,"Dunstan, Luke",15,9,5,6,0,1,0,6
St Kilda,"Fisher, Sam",14,10,6,4,0,0,0,0
St Kilda,"Geary, Jarryn",18,10,3,8,0,0,0,3
St Kilda,"Gilbert, Sam",16,5,4,11,0,0,2,6
St Kilda,"Gresham, Jade",13,6,4,7,1,0,0,7
St Kilda,"Hickey, Tom",12,5,3,7,0,0,41,3
St Kilda,"McCartin, Paddy",9,7,5,2,2,0,0,0
St Kilda,"McKenzie, Daniel",11,4,3,7,0,0,0,4
St Kilda,"Membrey, Tim",15,9,6,6,3,2,0,4
St Kilda,"Montagna, Leigh",25,15,11,10,0,0,0,7
St Kilda,"Murdoch, Brodie",13,9,5,4,1,0,0,3
St Kilda,"Newnes, Jack",19,13,9,6,1,0,1,6
St Kilda,"Riewoldt, Nick",24,17,11,7,2,2,1,6
St Kilda,"Roberton, Dylan",29,12,6,17,0,0,0,1
St Kilda,"Ross, Sebastian",24,12,1,12,0,0,1,5
St Kilda,"Savage, Shane",22,12,5,10,0,0,0,4
St Kilda,"Sinclair, Jack",9,2,3,7,0,0,0,4
St Kilda,"Steven, Jack",32,15,5,17,1,0,0,9
St Kilda,"Weller, Maverick",15,5,2,10,1,0,0,3
St Kilda,"Armitage, David",25,14,4,11,0,0,0,3
St Kilda,"Billings, Jack",17,8,5,9,0,2,0,1
St Kilda,"Bruce, Josh",11,5,4,6,2,0,0,2
St Kilda,"Dempster, Sean",7,4,3,3,0,0,0,0
St Kilda,"Dunstan, Luke",13,6,3,7,0,2,0,3
St Kilda,"Geary, Jarryn",7,3,1,4,0,0,0,3
St Kilda,"Gilbert, Sam",10,6,2,4,0,0,2,4
St Kilda,"Goddard, Hugh",2,0,0,2,0,0,0,0
St Kilda,"Gresham, Jade",16,7,4,9,1,0,0,3
St Kilda,"Hickey, Tom",12,4,2,8,0,0,19,4
St Kilda,"McCartin, Paddy",9,5,4,4,1,1,0,0
St Kilda,"Membrey, Tim",11,7,7,4,1,1,0,2
St Kilda,"Montagna, Leigh",12,6,4,6,0,0,0,0
St Kilda,"Murdoch, Brodie",8,4,5,4,0,0,0,0
St Kilda,"Newnes, Jack",15,8,4,7,0,1,0,2
St Kilda,"Riewoldt, Nick",13,11,5,2,1,0,2,1
St Kilda,"Roberton, Dylan",13,7,2,6,0,0,0,2
St Kilda,"Ross, Sebastian",16,9,0,7,0,0,1,3
St Kilda,"Savage, Shane",25,11,6,14,0,1,2,2
St Kilda,"Steven, Jack",31,16,3,15,0,0,0,4
St Kilda,"Webster, Jimmy",10,8,1,2,0,0,0,4
St Kilda,"Weller, Maverick",15,7,1,8,0,0,0,2
St Kilda,"Acres, Blake",15,8,3,7,1,0,2,4
St Kilda,"Armitage, David",18,6,4,12,0,0,0,7
St Kilda,"Bruce, Josh",11,7,7,4,0,1,0,4
St Kilda,"Delaney, Luke",4,0,3,4,0,0,0,0
St Kilda,"Dunstan, Luke",18,4,2,14,0,2,0,5
St Kilda,"Geary, Jarryn",14,11,4,3,0,0,0,5
St Kilda,"Gilbert, Sam",17,6,1,11,0,0,0,2
St Kilda,"Gresham, Jade",12,8,3,4,2,0,0,2
St Kilda,"Hickey, Tom",16,9,3,7,1,0,32,4
St Kilda,"Lee, Tom",2,2,1,0,0,0,0,1
St Kilda,"Membrey, Tim",17,11,10,6,5,1,0,2
St Kilda,"Minchington, Darren",16,8,4,8,0,0,0,2
St Kilda,"Montagna, Leigh",26,19,4,7,1,0,0,4
St Kilda,"Newnes, Jack",25,15,5,10,1,0,1,4
St Kilda,"Pierce, Lewis",6,2,1,4,1,0,10,1
St Kilda,"Roberton, Dylan",17,13,8,4,0,0,0,2
St Kilda,"Ross, Sebastian",33,16,4,17,1,0,2,0
St Kilda,"Savage, Shane",19,12,5,7,0,0,0,2
St Kilda,"Steven, Jack",25,19,3,6,3,1,0,9
St Kilda,"Webster, Jimmy",23,13,4,10,0,0,0,2
St Kilda,"Weller, Maverick",14,8,3,6,1,2,0,4
St Kilda,"Wright, Nathan",5,1,0,4,0,0,0,4
St Kilda,"Acres, Blake",21,15,3,6,0,0,0,2
St Kilda,"Armitage, David",15,6,3,9,0,0,0,5
St Kilda,"Bruce, Josh",10,4,3,6,1,0,1,2
St Kilda,"Delaney, Luke",8,5,4,3,0,0,0,4
St Kilda,"Dunstan, Luke",20,11,3,9,0,0,0,5
St Kilda,"Geary, Jarryn",14,8,4,6,0,0,0,5
St Kilda,"Gilbert, Sam",11,8,3,3,0,0,0,2
St Kilda,"Gresham, Jade",16,11,3,5,1,0,0,2
St Kilda,"Hickey, Tom",12,4,0,8,0,0,25,2
St Kilda,"McCartin, Paddy",9,6,6,3,1,1,0,0
St Kilda,"Membrey, Tim",13,7,4,6,1,1,0,1
St Kilda,"Minchington, Darren",13,7,4,6,3,1,0,6
St Kilda,"Montagna, Leigh",24,17,7,7,0,0,0,3
St Kilda,"Newnes, Jack",18,9,4,9,2,0,0,1
St Kilda,"Riewoldt, Nick",26,18,10,8,0,0,3,4
St Kilda,"Roberton, Dylan",15,9,6,6,0,0,0,2
St Kilda,"Ross, Sebastian",33,16,6,17,0,1,1,3
St Kilda,"Savage, Shane",15,9,3,6,0,2,0,2
St Kilda,"Steven, Jack",25,15,3,10,1,0,0,3
St Kilda,"Webster, Jimmy",9,5,3,4,0,0,0,0
St Kilda,"Weller, Maverick",19,9,7,10,2,0,0,6
St Kilda,"Wright, Nathan",9,5,3,4,2,0,0,3
St Kilda,"Acres, Blake",17,8,3,9,0,0,0,3
St Kilda,"Armitage, David",17,8,1,9,0,0,0,5
St Kilda,"Bruce, Josh",12,4,1,8,1,0,2,1
St Kilda,"Delaney, Luke",9,0,4,9,0,0,0,1
St Kilda,"Dunstan, Luke",15,7,0,8,0,0,0,5
St Kilda,"Geary, Jarryn",17,6,1,11,0,0,0,1
St Kilda,"Gilbert, Sam",17,8,5,9,0,1,2,2
St Kilda,"Gresham, Jade",16,5,0,11,1,2,0,3
St Kilda,"Hickey, Tom",13,6,5,7,0,2,18,1
St Kilda,"Lee, Tom",8,7,4,1,0,0,1,0
St Kilda,"Lonie, Jack",14,7,1,7,1,1,0,1
St Kilda,"McCartin, Paddy",2,2,1,0,0,0,0,0
St Kilda,"Membrey, Tim",18,9,4,9,2,1,0,2
St Kilda,"Minchington, Darren",13,5,1,8,0,0,0,3
St Kilda,"Montagna, Leigh",25,12,5,13,0,1,0,1
St Kilda,"Newnes, Jack",20,16,3,4,2,0,0,3
St Kilda,"Riewoldt, Nick",21,14,10,7,0,5,6,0
St Kilda,"Roberton, Dylan",15,9,4,6,0,0,0,1
St Kilda,"Ross, Sebastian",19,11,1,8,0,0,3,3
St Kilda,"Savage, Shane",19,12,4,7,0,0,0,1
St Kilda,"Steven, Jack",21,10,0,11,0,0,0,4
St Kilda,"Weller, Maverick",15,9,3,6,1,4,0,4
St Kilda,"Acres, Blake",12,3,1,9,0,0,1,1
St Kilda,"Armitage, David",23,11,4,12,1,0,0,5
St Kilda,"Bruce, Josh",12,3,3,9,1,1,2,6
St Kilda,"Delaney, Luke",11,4,4,7,0,0,0,2
St Kilda,"Dempster, Sean",8,2,1,6,0,0,0,0
St Kilda,"Dunstan, Luke",24,7,2,17,1,1,0,2
St Kilda,"Geary, Jarryn",16,7,3,9,0,0,0,2
St Kilda,"Gilbert, Sam",14,7,3,7,0,0,4,3
St Kilda,"Gresham, Jade",19,10,4,9,1,1,0,3
St Kilda,"Hickey, Tom",13,6,1,7,0,0,46,8
St Kilda,"McKenzie, Daniel",12,3,4,9,0,0,0,7
St Kilda,"Membrey, Tim",11,7,4,4,5,0,0,0
St Kilda,"Minchington, Darren",12,4,2,8,1,1,0,5
St Kilda,"Montagna, Leigh",28,15,3,13,0,0,0,1
St Kilda,"Newnes, Jack",27,17,3,10,1,0,0,3
St Kilda,"Riewoldt, Nick",21,15,7,6,1,1,5,2
St Kilda,"Roberton, Dylan",20,9,5,11,1,0,0,0
St Kilda,"Ross, Sebastian",32,11,2,21,1,0,2,6
St Kilda,"Savage, Shane",8,4,3,4,0,0,0,4
St Kilda,"Steven, Jack",41,21,0,20,1,0,0,12
St Kilda,"Weller, Maverick",13,10,2,3,2,1,0,2
St Kilda,"Wright, Nathan",9,5,2,4,0,0,0,6
St Kilda,"Acres, Blake",12,6,3,6,0,2,3,5
St Kilda,"Armitage, David",14,5,0,9,0,0,0,6
St Kilda,"Billings, Jack",18,8,6,10,0,3,0,3
St Kilda,"Bruce, Josh",10,3,6,7,2,0,0,3
St Kilda,"Dempster, Sean",14,11,6,3,0,0,0,0
St Kilda,"Dunstan, Luke",17,8,2,9,1,1,0,5
St Kilda,"Geary, Jarryn",15,7,4,8,2,0,0,0
St Kilda,"Gilbert, Sam",16,10,2,6,0,0,0,3
St Kilda,"Gresham, Jade",19,8,1,11,0,0,0,2
St Kilda,"Hickey, Tom",21,8,4,13,0,1,27,2
St Kilda,"McKenzie, Daniel",11,8,3,3,0,1,0,4
St Kilda,"Membrey, Tim",16,12,10,4,4,2,0,2
St Kilda,"Minchington, Darren",6,4,2,2,0,0,0,1
St Kilda,"Montagna, Leigh",26,16,5,10,1,0,0,5
St Kilda,"Newnes, Jack",21,10,1,11,0,0,0,4
St Kilda,"Riewoldt, Nick",18,13,10,5,1,2,4,2
St Kilda,"Roberton, Dylan",16,11,4,5,1,0,0,1
St Kilda,"Ross, Sebastian",24,11,6,13,0,0,4,2
St Kilda,"Sinclair, Jack",14,7,1,7,0,2,0,4
St Kilda,"Steven, Jack",25,10,4,15,0,1,0,6
St Kilda,"Weller, Maverick",16,9,6,7,3,2,0,3
St Kilda,"Wright, Nathan",13,7,2,6,0,2,0,4
St Kilda,"Acres, Blake",12,6,5,6,0,0,3,1
St Kilda,"Armitage, David",18,10,3,8,1,0,0,6
St Kilda,"Billings, Jack",17,9,2,8,0,1,1,3
St Kilda,"Bruce, Josh",8,2,2,6,0,2,1,1
St Kilda,"Dempster, Sean",23,12,10,11,0,0,0,2
St Kilda,"Dunstan, Luke",17,11,3,6,0,0,0,6
St Kilda,"Geary, Jarryn",20,11,6,9,0,0,0,2
St Kilda,"Gilbert, Sam",12,7,2,5,0,0,1,4
St Kilda,"Gresham, Jade",19,12,4,7,1,0,0,2
St Kilda,"Hickey, Tom",18,6,6,12,0,1,34,3
St Kilda,"McKenzie, Daniel",12,5,3,7,0,0,0,1
St Kilda,"Membrey, Tim",14,9,6,5,2,1,0,1
St Kilda,"Montagna, Leigh",23,14,7,9,0,0,0,2
St Kilda,"Newnes, Jack",26,15,5,11,0,0,0,5
St Kilda,"Riewoldt, Nick",19,14,10,5,4,0,4,0
St Kilda,"Roberton, Dylan",23,13,9,10,0,1,0,1
St Kilda,"Ross, Sebastian",15,10,4,5,0,0,1,4
St Kilda,"Savage, Shane",22,15,5,7,0,1,0,3
St Kilda,"Sinclair, Jack",3,1,0,2,0,0,0,2
St Kilda,"Steven, Jack",39,17,6,22,1,0,0,7
St Kilda,"Weller, Maverick",22,13,8,9,1,1,0,3
St Kilda,"Wright, Nathan",9,5,2,4,1,1,0,4
St Kilda,"Acres, Blake",22,11,4,11,1,0,0,4
St Kilda,"Armitage, David",15,4,1,11,0,0,0,6
St Kilda,"Billings, Jack",22,11,6,11,0,0,0,3
St Kilda,"Bruce, Josh",7,5,3,2,2,2,5,4
St Kilda,"Dempster, Sean",10,6,4,4,0,0,0,1
St Kilda,"Dunstan, Luke",12,7,0,5,1,0,0,3
St Kilda,"Geary, Jarryn",13,9,3,4,0,0,0,0
St Kilda,"Gilbert, Sam",7,3,1,4,0,0,0,1
St Kilda,"Gresham, Jade",17,8,2,9,0,1,0,4
St Kilda,"Hickey, Tom",8,5,4,3,0,1,21,2
St Kilda,"McKenzie, Daniel",9,4,2,5,0,0,0,1
St Kilda,"Membrey, Tim",12,8,7,4,0,1,0,2
St Kilda,"Minchington, Darren",15,5,0,10,0,1,0,4
St Kilda,"Montagna, Leigh",22,7,2,15,1,0,0,1
St Kilda,"Newnes, Jack",13,5,1,8,0,0,2,4
St Kilda,"Riewoldt, Nick",16,13,8,3,2,2,3,0
St Kilda,"Roberton, Dylan",15,11,5,4,0,2,0,2
St Kilda,"Ross, Sebastian",25,10,5,15,0,0,1,7
St Kilda,"Savage, Shane",12,7,2,5,0,0,0,0
St Kilda,"Steven, Jack",21,13,1,8,0,0,0,4
St Kilda,"Weller, Maverick",16,10,5,6,1,1,0,2
St Kilda,"Wright, Nathan",15,5,5,10,0,1,0,1
St Kilda,"Acres, Blake",23,10,3,13,1,0,2,3
St Kilda,"Armitage, David",18,10,4,8,1,0,1,7
St Kilda,"Billings, Jack",19,7,9,12,2,1,0,4
St Kilda,"Bruce, Josh",14,10,9,4,4,1,0,4
St Kilda,"Dempster, Sean",15,10,12,5,0,0,0,1
St Kilda,"Dunstan, Luke",12,9,2,3,0,1,0,5
St Kilda,"Fisher, Sam",12,9,7,3,0,0,0,2
St Kilda,"Geary, Jarryn",21,9,3,12,0,0,0,2
St Kilda,"Gilbert, Sam",14,7,5,7,0,0,0,2
St Kilda,"Gresham, Jade",25,15,3,10,0,1,0,2
St Kilda,"Hickey, Tom",16,5,7,11,1,0,22,3
St Kilda,"Membrey, Tim",11,9,7,2,5,2,0,0
St Kilda,"Minchington, Darren",8,2,1,6,0,0,0,10
St Kilda,"Montagna, Leigh",32,16,5,16,0,0,0,1
St Kilda,"Newnes, Jack",32,24,9,8,1,0,2,0
St Kilda,"Riewoldt, Nick",21,16,16,5,1,1,0,1
St Kilda,"Roberton, Dylan",28,17,6,11,1,0,0,1
St Kilda,"Ross, Sebastian",27,14,8,13,0,0,1,3
St Kilda,"Savage, Shane",15,12,2,3,0,0,0,5
St Kilda,"Steven, Jack",19,11,3,8,0,0,0,1
St Kilda,"Weller, Maverick",17,14,8,3,1,0,0,4
St Kilda,"Wright, Nathan",5,2,3,3,1,0,0,1
St Kilda,"Acres, Blake",23,16,4,7,1,3,0,5
St Kilda,"Armitage, David",29,8,6,21,1,0,0,6
St Kilda,"Billings, Jack",13,7,3,6,0,0,0,3
St Kilda,"Bruce, Josh",11,5,5,6,0,1,0,3
St Kilda,"Dempster, Sean",14,10,8,4,1,0,0,1
St Kilda,"Fisher, Sam",11,3,2,8,0,0,0,0
St Kilda,"Gilbert, Sam",11,3,1,8,0,0,0,2
St Kilda,"Gresham, Jade",16,9,2,7,0,0,0,3
St Kilda,"Hickey, Tom",10,2,2,8,0,0,24,3
St Kilda,"McCartin, Paddy",5,4,4,1,2,0,0,0
St Kilda,"McKenzie, Daniel",15,9,4,6,0,0,0,3
St Kilda,"Membrey, Tim",9,7,5,2,1,0,0,2
St Kilda,"Minchington, Darren",8,3,2,5,0,0,0,3
St Kilda,"Montagna, Leigh",27,12,6,15,1,0,0,6
St Kilda,"Newnes, Jack",20,14,2,6,1,1,2,8
St Kilda,"Riewoldt, Nick",24,13,6,11,1,1,7,4
St Kilda,"Roberton, Dylan",16,8,4,8,0,0,0,2
St Kilda,"Ross, Sebastian",28,13,2,15,0,0,1,4
St Kilda,"Savage, Shane",21,12,4,9,0,0,0,6
St Kilda,"Steven, Jack",25,13,0,12,0,1,0,3
St Kilda,"Weller, Maverick",18,6,2,12,1,1,0,4
St Kilda,"Wright, Nathan",8,6,1,2,1,0,0,8
St Kilda,"Acres, Blake",26,15,8,11,0,0,1,7
St Kilda,"Armitage, David",20,10,6,10,0,0,0,4
St Kilda,"Billings, Jack",25,15,4,10,1,0,1,5
St Kilda,"Bruce, Josh",9,5,4,4,0,2,2,2
St Kilda,"Dempster, Sean",18,14,7,4,0,0,0,3
St Kilda,"Geary, Jarryn",15,5,4,10,0,0,0,2
St Kilda,"Gilbert, Sam",21,11,7,10,0,1,0,2
St Kilda,"Gresham, Jade",16,10,3,6,1,0,0,2
St Kilda,"Holmes, Jason",5,1,0,4,0,0,25,3
St Kilda,"Lonie, Jack",11,6,2,5,0,0,0,1
St Kilda,"McCartin, Paddy",2,2,1,0,2,0,0,0
St Kilda,"McKenzie, Daniel",14,8,6,6,0,0,0,3
St Kilda,"Membrey, Tim",18,11,6,7,2,0,0,2
St Kilda,"Montagna, Leigh",33,20,9,13,0,0,0,3
St Kilda,"Newnes, Jack",28,13,4,15,0,0,1,2
St Kilda,"Riewoldt, Nick",21,15,10,6,1,2,2,1
St Kilda,"Roberton, Dylan",24,19,8,5,0,0,0,1
St Kilda,"Ross, Sebastian",34,17,7,17,0,2,2,6
St Kilda,"Savage, Shane",22,9,7,13,0,1,0,3
St Kilda,"Steven, Jack",23,16,5,7,0,1,0,6
St Kilda,"Weller, Maverick",17,6,3,11,0,0,0,5
St Kilda,"Wright, Nathan",8,5,2,3,0,1,0,2
St Kilda,"Acres, Blake",18,15,4,3,0,0,1,1
St Kilda,"Armitage, David",30,15,10,15,1,0,0,3
St Kilda,"Billings, Jack",23,9,1,14,0,0,1,3
St Kilda,"Bruce, Josh",8,5,6,3,3,0,0,3
St Kilda,"Dempster, Sean",13,5,5,8,0,0,0,2
St Kilda,"Fisher, Sam",17,8,7,9,0,1,0,0
St Kilda,"Geary, Jarryn",11,9,2,2,1,0,0,5
St Kilda,"Gilbert, Sam",20,10,8,10,1,0,1,1
St Kilda,"Holmes, Jason",2,1,0,1,0,0,34,4
St Kilda,"Lonie, Jack",14,8,3,6,3,0,0,3
St Kilda,"McKenzie, Daniel",18,4,6,14,0,0,0,2
St Kilda,"Membrey, Tim",8,7,4,1,2,0,0,2
St Kilda,"Montagna, Leigh",22,12,6,10,0,0,0,1
St Kilda,"Newnes, Jack",25,20,6,5,1,0,0,0
St Kilda,"Riewoldt, Nick",26,24,21,2,9,1,1,1
St Kilda,"Roberton, Dylan",23,18,2,5,0,0,2,0
St Kilda,"Ross, Sebastian",26,12,7,14,0,0,0,3
St Kilda,"Savage, Shane",13,7,4,6,0,1,0,2
St Kilda,"Steven, Jack",31,16,4,15,1,1,0,2
St Kilda,"Weller, Maverick",17,11,5,6,0,0,1,5
St Kilda,"White, Brandon",13,7,1,6,1,0,0,0
St Kilda,"Wright, Nathan",8,4,1,4,2,0,0,3
Sydney,"Cunningham, Harry",12,9,3,3,2,1,0,4
Sydney,"Franklin, Lance",18,14,5,4,4,1,0,0
Sydney,"Grundy, Heath",19,9,4,10,0,0,0,0
Sydney,"Hannebery, Dan",21,7,2,14,1,1,0,3
Sydney,"Heeney, Isaac",23,14,8,9,1,3,0,2
Sydney,"Hewett, George",15,10,7,5,1,2,0,7
Sydney,"Jack, Kieren",35,17,4,18,0,1,0,4
Sydney,"Jones, Zak",17,10,3,7,1,0,0,1
Sydney,"Kennedy, Josh",23,10,0,13,0,1,0,2
Sydney,"Laidler, Jeremy",17,5,1,12,0,0,0,2
Sydney,"Lloyd, Jake",35,17,3,18,0,0,0,3
Sydney,"Mills, Callum",18,9,2,9,0,2,0,2
Sydney,"Mitchell, Tom",30,12,2,18,3,2,0,9
Sydney,"Papley, Tom",11,8,5,3,3,1,0,5
Sydney,"Parker, Luke",40,13,8,27,1,1,0,3
Sydney,"Rampe, Dane",17,11,3,6,0,0,0,3
Sydney,"Robinson, Dan",17,9,2,8,0,0,0,4
Sydney,"Sinclair, Callum",12,8,4,4,0,2,11,3
Sydney,"Smith, Nick",12,8,4,4,0,0,0,3
Sydney,"Talia, Michael",10,7,3,3,0,0,0,1
Sydney,"Tippett, Kurt",8,4,4,4,0,1,32,5
Sydney,"Towers, Dean",19,8,4,11,1,0,1,1
Sydney,"Cunningham, Harry",17,7,7,10,1,0,0,5
Sydney,"Franklin, Lance",18,10,4,8,4,3,0,0
Sydney,"Grundy, Heath",13,6,5,7,0,0,0,1
Sydney,"Hannebery, Dan",29,13,3,16,0,0,0,5
Sydney,"Heeney, Isaac",14,7,4,7,1,2,0,1
Sydney,"Hewett, George",15,12,3,3,1,1,0,3
Sydney,"Jack, Kieren",26,13,6,13,0,0,0,5
Sydney,"Jones, Zak",10,8,2,2,0,0,0,3
Sydney,"Kennedy, Josh",27,13,2,14,2,0,0,5
Sydney,"Laidler, Jeremy",12,8,5,4,0,0,0,2
Sydney,"Lloyd, Jake",19,13,5,6,0,0,0,1
Sydney,"Mills, Callum",19,11,5,8,0,0,0,1
Sydney,"Mitchell, Tom",34,15,8,19,0,0,0,9
Sydney,"Papley, Tom",17,8,3,9,2,2,0,3
Sydney,"Parker, Luke",29,16,6,13,1,1,1,2
Sydney,"Rampe, Dane",17,11,3,6,0,0,0,1
Sydney,"Richards, Ted",5,3,2,2,0,0,0,0
Sydney,"Robinson, Dan",18,8,6,10,1,0,0,3
Sydney,"Sinclair, Callum",17,10,7,7,3,0,6,1
Sydney,"Smith, Nick",16,9,3,7,0,0,0,2
Sydney,"Tippett, Kurt",16,7,7,9,4,0,21,4
Sydney,"Towers, Dean",13,6,4,7,0,1,0,2
Sydney,"Cunningham, Harry",9,6,4,3,0,0,0,3
Sydney,"Franklin, Lance",18,15,6,3,4,1,0,4
Sydney,"Grundy, Heath",19,10,3,9,0,0,0,0
Sydney,"Hannebery, Dan",31,16,2,15,2,2,0,2
Sydney,"Heeney, Isaac",11,4,2,7,1,1,0,2
Sydney,"Hewett, George",3,1,0,2,0,0,0,4
Sydney,"Jack, Kieren",22,15,0,7,0,1,0,6
Sydney,"Jones, Zak",9,7,2,2,0,0,0,0
Sydney,"Kennedy, Josh",29,8,0,21,0,0,0,13
Sydney,"Laidler, Jeremy",14,9,4,5,0,0,0,0
Sydney,"Lloyd, Jake",25,11,5,14,0,0,0,1
Sydney,"McGlynn, Ben",17,9,2,8,1,1,0,4
Sydney,"Mills, Callum",9,3,3,6,0,0,0,1
Sydney,"Mitchell, Tom",25,16,3,9,1,2,0,7
Sydney,"Papley, Tom",14,9,1,5,1,0,0,3
Sydney,"Parker, Luke",30,10,7,20,1,0,0,6
Sydney,"Rampe, Dane",19,15,10,4,0,0,0,0
Sydney,"Richards, Ted",13,8,4,5,0,0,0,0
Sydney,"Robinson, Dan",10,8,4,2,0,1,1,5
Sydney,"Sinclair, Callum",8,4,3,4,1,0,16,0
Sydney,"Smith, Nick",17,10,5,7,0,0,0,1
Sydney,"Tippett, Kurt",9,8,4,1,2,0,32,2
Sydney,"Cunningham, Harry",15,9,4,6,1,1,0,8
Sydney,"Franklin, Lance",16,10,7,6,4,1,0,2
Sydney,"Grundy, Heath",17,10,3,7,0,0,0,0
Sydney,"Hannebery, Dan",38,18,3,20,1,2,0,5
Sydney,"Heeney, Isaac",18,11,4,7,4,0,0,1
Sydney,"Jack, Kieren",16,7,3,9,0,0,0,4
Sydney,"Kennedy, Josh",28,11,1,17,0,0,0,3
Sydney,"Laidler, Jeremy",15,8,3,7,0,0,0,5
Sydney,"Lloyd, Jake",18,10,4,8,0,0,0,3
Sydney,"McGlynn, Ben",9,4,1,5,2,0,0,6
Sydney,"McVeigh, Jarrad",13,9,3,4,0,0,0,8
Sydney,"Mills, Callum",23,12,8,11,0,0,0,3
Sydney,"Mitchell, Tom",22,9,1,13,0,0,0,4
Sydney,"Nankervis, Toby",11,3,2,8,0,0,8,9
Sydney,"Papley, Tom",5,2,0,3,0,2,0,2
Sydney,"Parker, Luke",26,11,1,15,1,1,1,6
Sydney,"Rampe, Dane",23,11,3,12,0,1,0,2
Sydney,"Richards, Ted",10,4,2,6,0,0,0,0
Sydney,"Robinson, Dan",9,5,2,4,0,1,0,7
Sydney,"Smith, Nick",15,9,1,6,0,0,0,4
Sydney,"Tippett, Kurt",13,7,2,6,2,0,35,3
Sydney,"Towers, Dean",12,6,3,6,0,0,0,1
Sydney,"Cunningham, Harry",10,2,2,8,0,0,0,2
Sydney,"Franklin, Lance",20,14,5,6,2,5,0,3
Sydney,"Grundy, Heath",15,10,7,5,0,0,0,5
Sydney,"Hannebery, Dan",28,12,3,16,0,1,0,6
Sydney,"Heeney, Isaac",10,5,5,5,1,0,0,5
Sydney,"Hewett, George",13,9,6,4,1,0,0,4
Sydney,"Jack, Kieren",23,14,2,9,0,0,0,6
Sydney,"Kennedy, Josh",31,15,4,16,0,0,0,3
Sydney,"Laidler, Jeremy",1,0,0,1,0,0,0,0
Sydney,"Lloyd, Jake",22,15,4,7,1,1,0,2
Sydney,"McGlynn, Ben",21,12,3,9,1,2,0,5
Sydney,"McVeigh, Jarrad",13,11,2,2,2,0,0,1
Sydney,"Mills, Callum",16,12,4,4,0,0,0,7
Sydney,"Mitchell, Tom",24,12,2,12,0,1,0,7
Sydney,"Papley, Tom",20,13,8,7,2,1,0,4
Sydney,"Parker, Luke",25,17,2,8,0,0,1,9
Sydney,"Rampe, Dane",14,9,3,5,0,0,0,2
Sydney,"Richards, Ted",22,15,10,7,1,0,0,2
Sydney,"Robinson, Dan",10,2,2,8,0,0,0,5
Sydney,"Sinclair, Callum",5,4,2,1,1,0,14,2
Sydney,"Smith, Nick",14,10,4,4,0,0,0,3
Sydney,"Tippett, Kurt",16,7,1,9,0,0,25,1
Sydney,"Aliir, Aliir",6,2,0,4,0,0,0,3
Sydney,"Cunningham, Harry",13,4,2,9,0,0,0,7
Sydney,"Franklin, Lance",19,15,4,4,5,3,0,3
Sydney,"Grundy, Heath",14,10,2,4,0,0,0,3
Sydney,"Hannebery, Dan",33,16,2,17,0,0,0,13
Sydney,"Heeney, Isaac",17,8,3,9,1,0,0,2
Sydney,"Hewett, George",10,7,1,3,3,0,0,2
Sydney,"Jack, Kieren",22,5,1,17,0,0,0,7
Sydney,"Jones, Zak",13,8,2,5,0,0,0,1
Sydney,"Kennedy, Josh",30,15,1,15,0,0,0,4
Sydney,"Laidler, Jeremy",16,7,4,9,0,0,0,5
Sydney,"Lloyd, Jake",20,10,1,10,0,0,0,3
Sydney,"McGlynn, Ben",14,10,3,4,2,1,0,5
Sydney,"McVeigh, Jarrad",16,11,3,5,0,0,0,7
Sydney,"Mills, Callum",17,11,1,6,0,0,0,3
Sydney,"Mitchell, Tom",28,13,5,15,0,0,0,6
Sydney,"Papley, Tom",13,8,3,5,0,1,0,4
Sydney,"Parker, Luke",29,19,4,10,3,0,1,9
Sydney,"Rampe, Dane",23,15,5,8,0,0,0,2
Sydney,"Robinson, Dan",15,6,3,9,0,0,0,6
Sydney,"Sinclair, Callum",9,4,1,5,0,0,16,1
Sydney,"Tippett, Kurt",25,15,4,10,1,1,36,3
Sydney,"Cunningham, Harry",13,4,3,9,0,0,0,1
Sydney,"Franklin, Lance",21,16,4,5,6,3,0,1
Sydney,"Grundy, Heath",22,15,9,7,0,0,0,2
Sydney,"Hannebery, Dan",31,15,5,16,0,0,0,4
Sydney,"Heeney, Isaac",22,13,9,9,5,0,0,1
Sydney,"Hewett, George",14,8,2,6,1,0,0,3
Sydney,"Jack, Kieren",20,12,7,8,2,0,0,4
Sydney,"Jones, Zak",15,9,2,6,0,0,0,5
Sydney,"Kennedy, Josh",40,14,3,26,0,0,0,3
Sydney,"Laidler, Jeremy",17,5,3,12,0,0,0,2
Sydney,"Lloyd, Jake",24,12,6,12,0,0,0,0
Sydney,"McGlynn, Ben",14,7,4,7,1,2,0,0
Sydney,"McVeigh, Jarrad",28,19,10,9,0,0,0,2
